Representative 1	Representative 2	Co-expression Pearson r	Representative 2 type	Representative 2 annotation	Functional category
OM-RGC.v2.022851939	OM-RGC.v2.003528763	0.897260891	GC		
OM-RGC.v2.003528763	OM-RGC.v2.022851939	0.897260891	GC		
OM-RGC.v2.002027023	OM-RGC.v2.005523773	0.897252365	GC		
OM-RGC.v2.038036653	OM-RGC.v2.006676091	0.897251494	GC		
OM-RGC.v2.003274029	OM-RGC.v2.008427645	0.897240131	GC		
OM-RGC.v2.000169349	OM-RGC.v2.008953209	0.897236557	GC		
OM-RGC.v2.001426483	OM-RGC.v2.001351436	0.897233923	GC		
OM-RGC.v2.001351436	OM-RGC.v2.001426483	0.897233923	GC		
OM-RGC.v2.001083825	OM-RGC.v2.005237031	0.897230601	GC		
OM-RGC.v2.030898069	OM-RGC.v2.006943503	0.897224106	GC		
OM-RGC.v2.006943503	OM-RGC.v2.030898069	0.897224106	GC		
OM-RGC.v2.001414328	OM-RGC.v2.030597011	0.897219322	GC		
OM-RGC.v2.030597011	OM-RGC.v2.001414328	0.897219322	GC		
OM-RGC.v2.002087339	OM-RGC.v2.005540990	0.89719298	GC		
OM-RGC.v2.040325771	OM-RGC.v2.045388550	0.897184616	GC		
OM-RGC.v2.045388550	OM-RGC.v2.040325771	0.897184616	GC		
OM-RGC.v2.000176977	OM-RGC.v2.008103296	0.897181244	GC		
OM-RGC.v2.029698792	OM-RGC.v2.007296290	0.89717972	GC		
OM-RGC.v2.000128245	OM-RGC.v2.000263524	0.89717778	GC		
OM-RGC.v2.000263524	OM-RGC.v2.000128245	0.89717778	GC		
OM-RGC.v2.001252321	OM-RGC.v2.001687064	0.897172467	GC		
OM-RGC.v2.001687064	OM-RGC.v2.001252321	0.897172467	GC		
OM-RGC.v2.034603744	OM-RGC.v2.033230567	0.897160714	GC		
OM-RGC.v2.001625577	OM-RGC.v2.008070428	0.897160678	GC		
OM-RGC.v2.008070428	OM-RGC.v2.001625577	0.897160678	GC		
OM-RGC.v2.003714918	OM-RGC.v2.040966372	0.89716027	GC		
OM-RGC.v2.001521577	OM-RGC.v2.001749515	0.897151133	GC		
OM-RGC.v2.000084527	OM-RGC.v2.023566958	0.897148598	GC		
OM-RGC.v2.036013121	OM-RGC.v2.024743375	0.897143039	GC		
OM-RGC.v2.001841618	OM-RGC.v2.000261629	0.8971406	GC		
OM-RGC.v2.033167309	OM-RGC.v2.000024229	0.897140245	GC		
OM-RGC.v2.011206944	OM-RGC.v2.029373366	0.897139178	GC		
OM-RGC.v2.002440897	OM-RGC.v2.035485651	0.897135919	GC		
OM-RGC.v2.010997385	OM-RGC.v2.001078565	0.897133174	GC		
OM-RGC.v2.000036210	OM-RGC.v2.001923128	0.897129216	GC		
OM-RGC.v2.001923128	OM-RGC.v2.000036210	0.897129216	GC		
OM-RGC.v2.016823311	OM-RGC.v2.000804654	0.897127968	GC		
OM-RGC.v2.010747763	OM-RGC.v2.033911456	0.897118103	GC		
OM-RGC.v2.012464453	OM-RGC.v2.008960601	0.897116057	GC		
OM-RGC.v2.003656966	OM-RGC.v2.034640295	0.897107456	GC		
OM-RGC.v2.034640295	OM-RGC.v2.003656966	0.897107456	GC		
OM-RGC.v2.005765768	OM-RGC.v2.002238293	0.897106155	GC		
OM-RGC.v2.028387629	OM-RGC.v2.014326825	0.89710125	GC		
OM-RGC.v2.033167305	OM-RGC.v2.026713282	0.897097197	GC		
OM-RGC.v2.005757629	OM-RGC.v2.000479020	0.897092822	GC		
OM-RGC.v2.004004457	OM-RGC.v2.003071208	0.897077499	GC		
OM-RGC.v2.026647738	OM-RGC.v2.024764881	0.8970729	GC		
OM-RGC.v2.000039926	OM-RGC.v2.000054769	0.897072149	GC		
OM-RGC.v2.040896191	OM-RGC.v2.030869654	0.89706697	GC		
OM-RGC.v2.000066049	OM-RGC.v2.038864911	0.897061391	GC		
OM-RGC.v2.001355567	OM-RGC.v2.012319051	0.897056468	GC		
OM-RGC.v2.002712761	OM-RGC.v2.000045802	0.897048929	GC		
OM-RGC.v2.023827485	OM-RGC.v2.000062953	0.897033423	GC		
OM-RGC.v2.000062953	OM-RGC.v2.023827485	0.897033423	GC		
OM-RGC.v2.003904045	OM-RGC.v2.013711255	0.897031259	GC		
OM-RGC.v2.037715775	OM-RGC.v2.004570805	0.897025415	GC		
OM-RGC.v2.013860373	OM-RGC.v2.003120728	0.897022374	GC		
OM-RGC.v2.032802736	OM-RGC.v2.002109993	0.897017498	GC		
OM-RGC.v2.009447006	OM-RGC.v2.030373772	0.897014107	GC		
OM-RGC.v2.000028836	OM-RGC.v2.004708511	0.897005414	GC		
OM-RGC.v2.004708511	OM-RGC.v2.000028836	0.897005414	GC		
OM-RGC.v2.016706216	OM-RGC.v2.033868289	0.897005164	GC		
OM-RGC.v2.000008547	OM-RGC.v2.000806828	0.896998984	GC		
OM-RGC.v2.000806828	OM-RGC.v2.000008547	0.896998984	GC		
OM-RGC.v2.004606663	OM-RGC.v2.000840621	0.896990049	GC		
OM-RGC.v2.033546817	OM-RGC.v2.029701614	0.896979001	GC		
OM-RGC.v2.019948786	OM-RGC.v2.020464019	0.896966548	GC		
OM-RGC.v2.020464019	OM-RGC.v2.019948786	0.896966548	GC		
OM-RGC.v2.042703256	OM-RGC.v2.004932853	0.896960024	GC		
OM-RGC.v2.004932853	OM-RGC.v2.042703256	0.896960024	GC		
OM-RGC.v2.000530096	OM-RGC.v2.000267115	0.89695933	GC		
OM-RGC.v2.004499008	OM-RGC.v2.023400175	0.89695781	GC		
OM-RGC.v2.008082705	OM-RGC.v2.000615903	0.896948845	GC		
OM-RGC.v2.005770007	OM-RGC.v2.001175894	0.896943249	GC		
OM-RGC.v2.000451808	OM-RGC.v2.029243379	0.896937048	GC		
OM-RGC.v2.001183476	OM-RGC.v2.000074860	0.896927844	GC		
OM-RGC.v2.002891264	OM-RGC.v2.025280437	0.896924074	GC		
OM-RGC.v2.000968840	OM-RGC.v2.003637030	0.896915206	GC		
OM-RGC.v2.003637030	OM-RGC.v2.000968840	0.896915206	GC		
OM-RGC.v2.019510954	OM-RGC.v2.034674415	0.896893535	GC		
OM-RGC.v2.034674415	OM-RGC.v2.019510954	0.896893535	GC		
OM-RGC.v2.003879155	OM-RGC.v2.029431190	0.896892438	GC		
OM-RGC.v2.035529578	OM-RGC.v2.002753697	0.896881119	GC		
OM-RGC.v2.017664067	OM-RGC.v2.002669199	0.896880147	GC		
OM-RGC.v2.014221292	OM-RGC.v2.005499124	0.896875017	GC		
OM-RGC.v2.013213335	OM-RGC.v2.017716714	0.896874058	GC		
OM-RGC.v2.001386427	OM-RGC.v2.009991884	0.896861698	GC		
OM-RGC.v2.001211979	OM-RGC.v2.003446086	0.896857041	GC		
OM-RGC.v2.039547937	OM-RGC.v2.007068988	0.896854827	GC		
OM-RGC.v2.007974841	OM-RGC.v2.039156408	0.896836164	GC		
OM-RGC.v2.036270702	OM-RGC.v2.007879988	0.89683247	GC		
OM-RGC.v2.023341559	OM-RGC.v2.006380125	0.896831152	GC		
OM-RGC.v2.039021264	OM-RGC.v2.036753564	0.896817599	GC		
OM-RGC.v2.036753564	OM-RGC.v2.039021264	0.896817599	GC		
OM-RGC.v2.000727958	OM-RGC.v2.005416446	0.896814611	GC		
OM-RGC.v2.013271895	OM-RGC.v2.027836259	0.896813709	GC		
OM-RGC.v2.024331967	OM-RGC.v2.003058774	0.896785545	GC		
OM-RGC.v2.010664649	OM-RGC.v2.001121785	0.896771055	GC		
OM-RGC.v2.000389999	OM-RGC.v2.000025437	0.896769032	GC		
OM-RGC.v2.026583909	OM-RGC.v2.000359067	0.896766127	GC		
OM-RGC.v2.000359067	OM-RGC.v2.026583909	0.896766127	GC		
OM-RGC.v2.033533362	OM-RGC.v2.036663648	0.896762544	GC		
OM-RGC.v2.036663648	OM-RGC.v2.033533362	0.896762544	GC		
OM-RGC.v2.004687568	OM-RGC.v2.004004730	0.896754619	GC		
OM-RGC.v2.002661036	OM-RGC.v2.002491073	0.896754063	GC		
OM-RGC.v2.000907960	OM-RGC.v2.002680051	0.896753951	GC		
OM-RGC.v2.044897343	OM-RGC.v2.010473455	0.896751852	GC		
OM-RGC.v2.004864089	OM-RGC.v2.029996601	0.896750807	GC		
OM-RGC.v2.000002077	OM-RGC.v2.000123043	0.896744696	GC		
OM-RGC.v2.000123043	OM-RGC.v2.000002077	0.896744696	GC		
OM-RGC.v2.001645119	OM-RGC.v2.002089331	0.896736477	GC		
OM-RGC.v2.037920766	OM-RGC.v2.043147665	0.896735802	GC		
OM-RGC.v2.000569267	OM-RGC.v2.005478013	0.896733019	GC		
OM-RGC.v2.005478013	OM-RGC.v2.000569267	0.896733019	GC		
OM-RGC.v2.003297278	OM-RGC.v2.040103400	0.896728267	GC		
OM-RGC.v2.000161930	OM-RGC.v2.037593327	0.896724333	GC		
OM-RGC.v2.038291954	OM-RGC.v2.036975566	0.896723406	GC		
OM-RGC.v2.040397957	OM-RGC.v2.011930502	0.896722449	GC		
OM-RGC.v2.013166255	OM-RGC.v2.016210783	0.896720907	GC		
OM-RGC.v2.016210783	OM-RGC.v2.013166255	0.896720907	GC		
OM-RGC.v2.026223148	OM-RGC.v2.001469769	0.8967192	GC		
OM-RGC.v2.003213263	OM-RGC.v2.002726924	0.896705342	GC		
OM-RGC.v2.005398111	OM-RGC.v2.006591006	0.896697348	GC		
OM-RGC.v2.006591006	OM-RGC.v2.005398111	0.896697348	GC		
OM-RGC.v2.008562218	OM-RGC.v2.006573204	0.896690438	GC		
OM-RGC.v2.039455237	OM-RGC.v2.005095722	0.896674422	GC		
OM-RGC.v2.027056009	OM-RGC.v2.000128327	0.89666757	GC		
OM-RGC.v2.001610713	OM-RGC.v2.002055016	0.896651596	GC		
OM-RGC.v2.027233777	OM-RGC.v2.030492934	0.896648195	GC		
OM-RGC.v2.030492934	OM-RGC.v2.027233777	0.896648195	GC		
OM-RGC.v2.003743184	OM-RGC.v2.012957644	0.896634132	GC		
OM-RGC.v2.012957644	OM-RGC.v2.003743184	0.896634132	GC		
OM-RGC.v2.005230738	OM-RGC.v2.000517051	0.896624891	GC		
OM-RGC.v2.010751220	OM-RGC.v2.038683872	0.896624789	GC		
OM-RGC.v2.001122108	OM-RGC.v2.000282865	0.896620443	GC		
OM-RGC.v2.000282865	OM-RGC.v2.001122108	0.896620443	GC		
OM-RGC.v2.042281861	OM-RGC.v2.031371054	0.896601244	GC		
OM-RGC.v2.010968401	OM-RGC.v2.004379403	0.896598222	GC		
OM-RGC.v2.027027719	OM-RGC.v2.010053957	0.896589624	GC		
OM-RGC.v2.005675949	OM-RGC.v2.036829043	0.896582405	GC		
OM-RGC.v2.003610691	OM-RGC.v2.004383320	0.89658088	GC		
OM-RGC.v2.002306849	OM-RGC.v2.022761374	0.896572153	GC		
OM-RGC.v2.012695516	OM-RGC.v2.009377347	0.896552877	GC		
OM-RGC.v2.026861115	OM-RGC.v2.038832330	0.896551767	GC		
OM-RGC.v2.042661086	OM-RGC.v2.016635108	0.896548227	GC		
OM-RGC.v2.006615498	OM-RGC.v2.034629857	0.896543623	GC		
OM-RGC.v2.033454476	OM-RGC.v2.034889799	0.896541289	GC		
OM-RGC.v2.000453271	OM-RGC.v2.002868262	0.896537904	GC		
OM-RGC.v2.010548661	OM-RGC.v2.033119636	0.896524369	GC		
OM-RGC.v2.008451606	OM-RGC.v2.004398913	0.896523451	GC		
OM-RGC.v2.010166019	OM-RGC.v2.021749285	0.896522108	GC		
OM-RGC.v2.036169821	OM-RGC.v2.036921269	0.896518901	GC		
OM-RGC.v2.000528067	OM-RGC.v2.031503416	0.896512286	GC		
OM-RGC.v2.034152488	OM-RGC.v2.000842009	0.896511748	GC		
OM-RGC.v2.025811053	OM-RGC.v2.029717948	0.896509762	GC		
OM-RGC.v2.029717948	OM-RGC.v2.025811053	0.896509762	GC		
OM-RGC.v2.038577811	OM-RGC.v2.008842469	0.896502047	GC		
OM-RGC.v2.008842469	OM-RGC.v2.038577811	0.896502047	GC		
OM-RGC.v2.000893294	OM-RGC.v2.032225097	0.89649781	GC		
OM-RGC.v2.000104204	OM-RGC.v2.013977348	0.896484882	GC		
OM-RGC.v2.018698041	OM-RGC.v2.003729167	0.896477049	GC		
OM-RGC.v2.034433297	OM-RGC.v2.003723562	0.896475943	GC		
OM-RGC.v2.031924105	OM-RGC.v2.000370069	0.896462055	GC		
OM-RGC.v2.002904847	OM-RGC.v2.000211045	0.89644865	GC		
OM-RGC.v2.038143205	OM-RGC.v2.041917210	0.896447657	GC		
OM-RGC.v2.041917210	OM-RGC.v2.038143205	0.896447657	GC		
OM-RGC.v2.020255041	OM-RGC.v2.000781729	0.896447603	GC		
OM-RGC.v2.000781729	OM-RGC.v2.020255041	0.896447603	GC		
OM-RGC.v2.037427208	OM-RGC.v2.000220573	0.896441125	GC		
OM-RGC.v2.012160666	OM-RGC.v2.029620894	0.896436198	GC		
OM-RGC.v2.004323812	OM-RGC.v2.033249159	0.896433413	GC		
OM-RGC.v2.001111137	OM-RGC.v2.000967882	0.896432092	GC		
OM-RGC.v2.002365443	OM-RGC.v2.000048783	0.896429885	GC		
OM-RGC.v2.000048783	OM-RGC.v2.002365443	0.896429885	GC		
OM-RGC.v2.007099028	OM-RGC.v2.001471891	0.896429758	GC		
OM-RGC.v2.015481387	OM-RGC.v2.028651207	0.89641591	GC		
OM-RGC.v2.000201374	OM-RGC.v2.003653281	0.896414258	GC		
OM-RGC.v2.003653281	OM-RGC.v2.000201374	0.896414258	GC		
OM-RGC.v2.035190671	OM-RGC.v2.000010901	0.896406899	GC		
OM-RGC.v2.000017641	OM-RGC.v2.000786142	0.896406621	GC		
OM-RGC.v2.011838574	OM-RGC.v2.011697813	0.89640058	GC		
OM-RGC.v2.005371815	OM-RGC.v2.013488957	0.896390382	GC		
OM-RGC.v2.013488957	OM-RGC.v2.005371815	0.896390382	GC		
OM-RGC.v2.015626500	OM-RGC.v2.001923015	0.896381341	GC		
OM-RGC.v2.000785038	OM-RGC.v2.039518854	0.896373597	GC		
OM-RGC.v2.000299376	OM-RGC.v2.004489174	0.896370337	GC		
OM-RGC.v2.000547509	OM-RGC.v2.001399620	0.896362463	GC		
OM-RGC.v2.008035268	OM-RGC.v2.016153053	0.896362455	GC		
OM-RGC.v2.005072245	OM-RGC.v2.004206002	0.896360688	GC		
OM-RGC.v2.004206002	OM-RGC.v2.005072245	0.896360688	GC		
OM-RGC.v2.008531431	OM-RGC.v2.010089510	0.896354555	GC		
OM-RGC.v2.018279448	OM-RGC.v2.007783628	0.896350829	GC		
OM-RGC.v2.004810515	OM-RGC.v2.001547828	0.896349767	GC		
OM-RGC.v2.001078950	OM-RGC.v2.014360096	0.896348665	GC		
OM-RGC.v2.014360096	OM-RGC.v2.001078950	0.896348665	GC		
OM-RGC.v2.017260615	OM-RGC.v2.016180903	0.896332747	GC		
OM-RGC.v2.000031759	OM-RGC.v2.007486793	0.896324731	GC		
OM-RGC.v2.007486793	OM-RGC.v2.000031759	0.896324731	GC		
OM-RGC.v2.036359372	OM-RGC.v2.000093137	0.896323864	GC		
OM-RGC.v2.001387613	OM-RGC.v2.001617841	0.896323848	GC		
OM-RGC.v2.006920772	OM-RGC.v2.013301771	0.896319515	GC		
OM-RGC.v2.033153930	OM-RGC.v2.007485855	0.896318417	GC		
OM-RGC.v2.034216620	OM-RGC.v2.011869707	0.896318119	GC		
OM-RGC.v2.038892265	OM-RGC.v2.016105590	0.896310476	GC		
OM-RGC.v2.044585748	OM-RGC.v2.038403337	0.89630281	GC		
OM-RGC.v2.019321921	OM-RGC.v2.033761703	0.896297196	GC		
OM-RGC.v2.033761703	OM-RGC.v2.019321921	0.896297196	GC		
OM-RGC.v2.014198656	OM-RGC.v2.009252493	0.896295305	GC		
OM-RGC.v2.026084419	OM-RGC.v2.008427645	0.896295239	GC		
OM-RGC.v2.002930268	OM-RGC.v2.008906237	0.896292628	GC		
OM-RGC.v2.000083214	OM-RGC.v2.000856262	0.896291948	GC		
OM-RGC.v2.044700308	OM-RGC.v2.026509695	0.896282742	GC		
OM-RGC.v2.042523026	OM-RGC.v2.039005944	0.896278805	GC		
OM-RGC.v2.039005944	OM-RGC.v2.042523026	0.896278805	GC		
OM-RGC.v2.039987548	OM-RGC.v2.038781037	0.896275741	GC		
OM-RGC.v2.038781037	OM-RGC.v2.039987548	0.896275741	GC		
OM-RGC.v2.023367807	OM-RGC.v2.028528888	0.896274414	GC		
OM-RGC.v2.004253820	OM-RGC.v2.000899381	0.896271188	GC		
OM-RGC.v2.038285101	OM-RGC.v2.006452998	0.896265249	GC		
OM-RGC.v2.006452998	OM-RGC.v2.038285101	0.896265249	GC		
OM-RGC.v2.038511176	OM-RGC.v2.000321882	0.896260392	GC		
OM-RGC.v2.008327962	OM-RGC.v2.010664649	0.896255521	GC		
OM-RGC.v2.031483093	OM-RGC.v2.022906821	0.896248788	GC		
OM-RGC.v2.022906821	OM-RGC.v2.031483093	0.896248788	GC		
OM-RGC.v2.002704192	OM-RGC.v2.000845960	0.896240907	GC		
OM-RGC.v2.000845960	OM-RGC.v2.002704192	0.896240907	GC		
OM-RGC.v2.019943343	OM-RGC.v2.007883637	0.896238966	GC		
OM-RGC.v2.010917090	OM-RGC.v2.030163639	0.896232075	GC		
OM-RGC.v2.013933694	OM-RGC.v2.000059284	0.896227124	GC		
OM-RGC.v2.006379167	OM-RGC.v2.005237031	0.896224829	GC		
OM-RGC.v2.019720951	OM-RGC.v2.005296603	0.896221793	GC		
OM-RGC.v2.000390109	OM-RGC.v2.000099964	0.896213604	GC		
OM-RGC.v2.001253905	OM-RGC.v2.006165131	0.896207016	GC		
OM-RGC.v2.033885269	OM-RGC.v2.000143460	0.896204795	GC		
OM-RGC.v2.000732702	OM-RGC.v2.028490462	0.896194204	GC		
OM-RGC.v2.031950966	OM-RGC.v2.009198720	0.896165215	GC		
OM-RGC.v2.008223291	OM-RGC.v2.000972118	0.896162733	GC		
OM-RGC.v2.028024037	OM-RGC.v2.002303289	0.896156309	GC		
OM-RGC.v2.002303289	OM-RGC.v2.028024037	0.896156309	GC		
OM-RGC.v2.013116102	OM-RGC.v2.019604792	0.896155195	GC		
OM-RGC.v2.040508572	OM-RGC.v2.044462360	0.896151107	GC		
OM-RGC.v2.022975981	OM-RGC.v2.031171111	0.896149067	GC		
OM-RGC.v2.005737508	OM-RGC.v2.003489855	0.896134642	GC		
OM-RGC.v2.002894902	OM-RGC.v2.030152315	0.896130145	GC		
OM-RGC.v2.032321381	OM-RGC.v2.007063418	0.896129872	GC		
OM-RGC.v2.002213014	OM-RGC.v2.000731120	0.896117124	GC		
OM-RGC.v2.000855024	OM-RGC.v2.000049415	0.89611411	GC		
OM-RGC.v2.005161340	OM-RGC.v2.000819419	0.896104057	GC		
OM-RGC.v2.000819419	OM-RGC.v2.005161340	0.896104057	GC		
OM-RGC.v2.029165052	OM-RGC.v2.012876704	0.8961	GC		
OM-RGC.v2.023523737	OM-RGC.v2.001576928	0.896092826	GC		
OM-RGC.v2.014123278	OM-RGC.v2.002371477	0.896089531	GC		
OM-RGC.v2.005967869	OM-RGC.v2.021610975	0.896082831	GC		
OM-RGC.v2.008747945	OM-RGC.v2.001248664	0.896079376	GC		
OM-RGC.v2.016385942	OM-RGC.v2.000272121	0.896075911	GC		
OM-RGC.v2.007513651	OM-RGC.v2.015531655	0.896071068	GC		
OM-RGC.v2.041467688	OM-RGC.v2.038499718	0.896068097	GC		
OM-RGC.v2.018514610	OM-RGC.v2.029931713	0.896061467	GC		
OM-RGC.v2.040431136	OM-RGC.v2.044531865	0.896052453	GC		
OM-RGC.v2.001458664	OM-RGC.v2.000876743	0.896051659	GC		
OM-RGC.v2.033685044	OM-RGC.v2.002574969	0.896041547	GC		
OM-RGC.v2.002097196	OM-RGC.v2.001333465	0.896036212	GC		
OM-RGC.v2.001708509	OM-RGC.v2.035601998	0.896030517	GC		
OM-RGC.v2.003202359	OM-RGC.v2.002453882	0.896026082	GC		
OM-RGC.v2.013106996	OM-RGC.v2.024116589	0.896015641	GC		
OM-RGC.v2.000261447	OM-RGC.v2.000334781	0.89601551	GC		
OM-RGC.v2.000334781	OM-RGC.v2.000261447	0.89601551	GC		
OM-RGC.v2.024068499	OM-RGC.v2.007689365	0.896008851	GC		
OM-RGC.v2.014711717	OM-RGC.v2.009689414	0.896007427	GC		
OM-RGC.v2.001185677	OM-RGC.v2.002574969	0.896007174	GC		
OM-RGC.v2.026856869	OM-RGC.v2.035763130	0.896005342	GC		
OM-RGC.v2.007291560	OM-RGC.v2.040821920	0.896000473	GC		
OM-RGC.v2.040821920	OM-RGC.v2.007291560	0.896000473	GC		
OM-RGC.v2.000769763	OM-RGC.v2.009247704	0.895996552	GC		
OM-RGC.v2.001681967	OM-RGC.v2.000426530	0.895996302	GC		
OM-RGC.v2.018642370	OM-RGC.v2.001881642	0.895988682	GC		
OM-RGC.v2.001158681	OM-RGC.v2.000537510	0.895982929	GC		
OM-RGC.v2.001636953	OM-RGC.v2.017269309	0.895970862	GC		
OM-RGC.v2.017269309	OM-RGC.v2.001636953	0.895970862	GC		
OM-RGC.v2.043529261	OM-RGC.v2.001368968	0.895965924	GC		
OM-RGC.v2.010956084	OM-RGC.v2.040129572	0.895961163	GC		
OM-RGC.v2.040855516	OM-RGC.v2.039928935	0.895960967	GC		
OM-RGC.v2.002695400	OM-RGC.v2.002221103	0.895953671	GC		
OM-RGC.v2.001664957	OM-RGC.v2.007034603	0.895946325	GC		
OM-RGC.v2.012840720	OM-RGC.v2.035189119	0.895945792	GC		
OM-RGC.v2.035189119	OM-RGC.v2.012840720	0.895945792	GC		
OM-RGC.v2.006271611	OM-RGC.v2.013090816	0.895942319	GC		
OM-RGC.v2.013090816	OM-RGC.v2.006271611	0.895942319	GC		
OM-RGC.v2.000664433	OM-RGC.v2.000670319	0.895929553	GC		
OM-RGC.v2.040596757	OM-RGC.v2.039894983	0.895907153	GC		
OM-RGC.v2.039894983	OM-RGC.v2.040596757	0.895907153	GC		
OM-RGC.v2.022295119	OM-RGC.v2.009255565	0.895905049	GC		
OM-RGC.v2.014048233	OM-RGC.v2.012621649	0.895903829	GC		
OM-RGC.v2.005932004	OM-RGC.v2.000789820	0.895889078	GC		
OM-RGC.v2.008907752	OM-RGC.v2.002089331	0.89586552	GC		
OM-RGC.v2.002752004	OM-RGC.v2.008059160	0.89585321	GC		
OM-RGC.v2.001656627	OM-RGC.v2.000542880	0.895851273	GC		
OM-RGC.v2.000542880	OM-RGC.v2.001656627	0.895851273	GC		
OM-RGC.v2.000136159	OM-RGC.v2.004611986	0.895850947	GC		
OM-RGC.v2.002454070	OM-RGC.v2.012160666	0.895846274	GC		
OM-RGC.v2.002088965	OM-RGC.v2.000641345	0.895828296	GC		
OM-RGC.v2.001624923	OM-RGC.v2.001311500	0.895826743	GC		
OM-RGC.v2.001505503	OM-RGC.v2.000580870	0.895818559	GC		
OM-RGC.v2.028893930	OM-RGC.v2.029729540	0.895818349	GC		
OM-RGC.v2.029729540	OM-RGC.v2.028893930	0.895818349	GC		
OM-RGC.v2.015019414	OM-RGC.v2.000249919	0.89581125	GC		
OM-RGC.v2.027255615	OM-RGC.v2.028119693	0.895806095	GC		
OM-RGC.v2.020096522	OM-RGC.v2.003293859	0.895785288	GC		
OM-RGC.v2.019730015	OM-RGC.v2.003683333	0.89577759	GC		
OM-RGC.v2.000269703	OM-RGC.v2.038683872	0.895762494	GC		
OM-RGC.v2.000129008	OM-RGC.v2.004305346	0.895762483	GC		
OM-RGC.v2.004305346	OM-RGC.v2.000129008	0.895762483	GC		
OM-RGC.v2.035906644	OM-RGC.v2.034522368	0.895755669	GC		
OM-RGC.v2.034522368	OM-RGC.v2.035906644	0.895755669	GC		
OM-RGC.v2.003136466	OM-RGC.v2.016328802	0.895751838	GC		
OM-RGC.v2.016328802	OM-RGC.v2.003136466	0.895751838	GC		
OM-RGC.v2.016467644	OM-RGC.v2.006908595	0.89573085	GC		
OM-RGC.v2.006908595	OM-RGC.v2.016467644	0.89573085	GC		
OM-RGC.v2.003175868	OM-RGC.v2.002753038	0.895696896	GC		
OM-RGC.v2.002753038	OM-RGC.v2.003175868	0.895696896	GC		
OM-RGC.v2.000278814	OM-RGC.v2.000029725	0.895691713	GC		
OM-RGC.v2.014794162	OM-RGC.v2.000029336	0.895688522	GC		
OM-RGC.v2.026513351	OM-RGC.v2.016451740	0.895679177	GC		
OM-RGC.v2.012957365	OM-RGC.v2.000022720	0.89566485	GC		
OM-RGC.v2.027649610	OM-RGC.v2.003633520	0.895656911	GC		
OM-RGC.v2.026381060	OM-RGC.v2.023843042	0.895648835	GC		
OM-RGC.v2.023843042	OM-RGC.v2.026381060	0.895648835	GC		
OM-RGC.v2.002211741	OM-RGC.v2.006069420	0.895644142	GC		
OM-RGC.v2.027183740	OM-RGC.v2.032268734	0.895642684	GC		
OM-RGC.v2.032268734	OM-RGC.v2.027183740	0.895642684	GC		
OM-RGC.v2.032354019	OM-RGC.v2.032132165	0.895638154	GC		
OM-RGC.v2.029294707	OM-RGC.v2.000357910	0.895637712	GC		
OM-RGC.v2.004231640	OM-RGC.v2.038091798	0.895636731	GC		
OM-RGC.v2.002446110	OM-RGC.v2.019956626	0.895625467	GC		
OM-RGC.v2.003437094	OM-RGC.v2.015862470	0.895620516	GC		
OM-RGC.v2.032839680	OM-RGC.v2.004397461	0.895617814	GC		
OM-RGC.v2.036057719	OM-RGC.v2.036213980	0.895601406	GC		
OM-RGC.v2.036213980	OM-RGC.v2.036057719	0.895601406	GC		
OM-RGC.v2.000214959	OM-RGC.v2.002714550	0.895599843	GC		
OM-RGC.v2.000005433	OM-RGC.v2.002221103	0.895591004	GC		
OM-RGC.v2.010077953	OM-RGC.v2.009557756	0.895588763	GC		
OM-RGC.v2.009557756	OM-RGC.v2.010077953	0.895588763	GC		
OM-RGC.v2.003918566	OM-RGC.v2.011769991	0.895578194	GC		
OM-RGC.v2.000822129	OM-RGC.v2.013484025	0.895568281	GC		
OM-RGC.v2.000652566	OM-RGC.v2.002516024	0.895558282	GC		
OM-RGC.v2.020193496	OM-RGC.v2.009987809	0.895531212	GC		
OM-RGC.v2.009987809	OM-RGC.v2.020193496	0.895531212	GC		
OM-RGC.v2.000672154	OM-RGC.v2.000702422	0.895529946	GC		
OM-RGC.v2.006340198	OM-RGC.v2.004806553	0.89551814	GC		
OM-RGC.v2.004806553	OM-RGC.v2.006340198	0.89551814	GC		
OM-RGC.v2.040151432	OM-RGC.v2.032741445	0.895510823	GC		
OM-RGC.v2.038193330	OM-RGC.v2.001665362	0.895510007	GC		
OM-RGC.v2.000371665	OM-RGC.v2.001886655	0.895501149	GC		
OM-RGC.v2.001886655	OM-RGC.v2.000371665	0.895501149	GC		
OM-RGC.v2.009089766	OM-RGC.v2.001161864	0.895495052	GC		
OM-RGC.v2.023176502	OM-RGC.v2.011548894	0.895488345	GC		
OM-RGC.v2.030168032	OM-RGC.v2.042507646	0.895482562	GC		
OM-RGC.v2.000862159	OM-RGC.v2.002108048	0.895472219	GC		
OM-RGC.v2.002108048	OM-RGC.v2.000862159	0.895472219	GC		
OM-RGC.v2.033316675	OM-RGC.v2.029454010	0.895466172	GC		
OM-RGC.v2.029454010	OM-RGC.v2.033316675	0.895466172	GC		
OM-RGC.v2.017653753	OM-RGC.v2.020055589	0.895463947	GC		
OM-RGC.v2.007484325	OM-RGC.v2.010548661	0.89546065	GC		
OM-RGC.v2.010617459	OM-RGC.v2.012489905	0.895457048	GC		
OM-RGC.v2.000116443	OM-RGC.v2.000631853	0.895444502	GC		
OM-RGC.v2.037488157	OM-RGC.v2.007707300	0.895442947	GC		
OM-RGC.v2.036767234	OM-RGC.v2.017221180	0.895431134	GC		
