sample	read filename	metaG/metaT					
TARA_137_MES_0.22-3_G	TARA_137_MES_0.22-3_G_D17A8ACXX.IND1_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_137_SRF_0.22-3_G	TARA_137_SRF_0.22-3_G_C197GACXX.IND1_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_138_DCM_0.22-3_G	TARA_138_DCM_0.22-3_G_C19BDACXX.IND7_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_138_MES_0.22-3_G	TARA_138_MES_0.22-3_G_D17A8ACXX.IND3_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_138_MES_0.22-3_G	TARA_138_MES_0.22-3_G_D17A8ACXX.IND3_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_138_MES_0.22-3_G	TARA_138_MES_0.22-3_G_D17A8ACXX.IND3_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_138_MES_0.22-3_G	TARA_138_MES_0.22-3_G_D17A8ACXX.IND3_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_138_SRF_0.22-3_G	TARA_138_SRF_0.22-3_G_C19CPACXX.IND2_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_140_SRF_0.22-3_G	TARA_140_SRF_0.22-3_G_C18R8ACXX.IND8_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_141_SRF_0.22-3_G	TARA_141_SRF_0.22-3_G_C1CL0ACXX.IND9_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_142_DCM_0.22-3_G	TARA_142_DCM_0.22-3_G_C1CL0ACXX.IND3_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_142_MES_0.22-3_G	TARA_142_MES_0.22-3_G_C1CL0ACXX.IND4_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_142_SRF_0.22-3_G	TARA_142_SRF_0.22-3_G_C1CL0ACXX.IND10_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_145_MES_0.22-3_G	TARA_145_MES_0.22-3_G_C1CL0ACXX.IND11_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_145_SRF_0.22-3_G	TARA_145_SRF_0.22-3_G_C1CL0ACXX.IND5_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_146_MES_0.22-3_G	TARA_146_MES_0.22-3_G_C1CL0ACXX.IND11_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_146_SRF_0.22-3_G	TARA_146_SRF_0.22-3_G_C1CL0ACXX.IND6_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_148_SRF_0.22-3_G	TARA_148_SRF_0.22-3_G_C18DBACXX.IND10_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_148b_MES_0.22-3_G	TARA_148b_MES_0.22-3_G_C18DBACXX.IND9_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_149_MES_0.22-3_G	TARA_149_MES_0.22-3_G_C18DBACXX.IND7_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_149_SRF_0.22-3_G	TARA_149_SRF_0.22-3_G_C18DBACXX.IND8_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_150_DCM_0.22-3_G	TARA_150_DCM_0.22-3_G_C18DBACXX.IND5_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_150_SRF_0.22-3_G	TARA_150_SRF_0.22-3_G_C18DBACXX.IND6_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_151_DCM_0.22-3_G	TARA_151_DCM_0.22-3_G_C18DBACXX.IND3_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_151_SRF_0.22-3_G	TARA_151_SRF_0.22-3_G_C18DBACXX.IND4_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_152_MES_0.22-3_G	TARA_152_MES_0.22-3_G_D1NKNACXX.IND12_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_152_MIX_0.22-3_G	TARA_152_MIX_0.22-3_G_D1NKNACXX.IND1_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_152_SRF_0.22-3_G	TARA_152_SRF_0.22-3_G_D1NKNACXX.IND2_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_037_MES_0.22-1.6_T	BEZ_AAAAOSW_1_C52MRACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAAAOSW_1_1_C52MRACXX.IND6_noribo_clean.fastq.gz; BEZ_AAAAOSW_1_2_C52MRACXX.IND6_noribo_clean.fastq.gz				
TARA_037_MES_0.22-1.6_T	BEZ_AAAAOSW_2_C7RP7ACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT	BEZ_AAAAOSW_2_1_C7RP7ACXX.IND6_noribo_clean.fastq.gz ; BEZ_AAAAOSW_2_2_C7RP7ACXX.IND6_noribo_clean.fastq.gz				
TARA_038_MES_0.22-1.6_T	BEZ_AADAOSW_2_C5NN3ACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_038_MES_0.22-1.6_T	BEZ_AADAOSW_3_C7RP7ACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_039_SRF_0.22-1.6_T	BEZ_AAEAOSW_1_C4VBLACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_039_SRF_0.22-1.6_T	BEZ_AAEAOSW_4_C7RP7ACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_039_DCM_0.22-1.6_T	BEZ_AAFAOSW_1_C4VBLACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_039_DCM_0.22-1.6_T	BEZ_AAFAOSW_5_C7RP7ACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_039_MES_0.22-1.6_T	BEZ_AAGAOSW_1_C49VTACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_039_MES_0.22-1.6_T	BEZ_AAGAOSW_6_C7RP7ACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_041_SRF_0.22-1.6_T	BEZ_AAHAOSW_1_C4VBLACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_041_SRF_0.22-1.6_T	BEZ_AAHAOSW_7_C7RP7ACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_041_DCM_0.22-1.6_T	BEZ_AAIAOSW_2_C5NN3ACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_041_DCM_0.22-1.6_T	BEZ_AAIAOSW_8_C7RP7ACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_047_SRF_0.22-1.6_T	BEZ_AAKAOSW_3_C7L56ACXX.IND12_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_047_SRF_0.22-1.6_T	BEZ_AAKAOSW_8_C4VJ6ACXX.IND12_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_052_SRF_0.22-1.6_T	BEZ_AALAOSW_3_C5NN3ACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_052_SRF_0.22-1.6_T	BEZ_AALAOSW_4_C7L56ACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_052_DCM_0.22-1.6_T	BEZ_AAMAOSW_2_C5NN3ACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_052_DCM_0.22-1.6_T	BEZ_AAMAOSW_5_C7L56ACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_076_SRF_0.22-3_T	BEZ_AANAOSW_1_C49VTACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_076_SRF_0.22-3_T	BEZ_AANAOSW_6_C7L56ACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_078_SRF_0.22-3_T	BEZ_AAPAOSW_7_C7L56ACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_078_SRF_0.22-3_T	BEZ_AAPAOSW_8_C4VM6ACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_082_SRF_0.22-3_T	BEZ_AAQAOSW_1_C49VTACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_082_SRF_0.22-3_T	BEZ_AAQAOSW_8_C7L56ACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_082_DCM_0.22-3_T	BEZ_AARAOSW_1_C49VTACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_082_DCM_0.22-3_T	BEZ_AARAOSW_1_C7RG4ACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_084_SRF_0.22-3_T	BEZ_AASAOSW_2_C7RG4ACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_084_SRF_0.22-3_T	BEZ_AASAOSW_8_C4VM6ACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_085_SRF_0.22-3_T	BEZ_AATAOSW_3_C7RG4ACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_085_SRF_0.22-3_T	BEZ_AATAOSW_8_C4VM6ACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_085_DCM_0.22-3_T	BEZ_AAVAOSW_4_C7RG4ACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_085_DCM_0.22-3_T	BEZ_AAVAOSW_8_C4VM6ACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_100_MES_0.22-3_T	BEZ_ABAAOSW_2_C4VAEACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_100_MES_0.22-3_T	BEZ_ABAAOSW_5_C7RG4ACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_100_DCM_0.22-3_T	BEZ_ABBAOSW_2_C4VAEACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_100_DCM_0.22-3_T	BEZ_ABBAOSW_6_C7RG4ACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_100_SRF_0.22-3_T	BEZ_ABCAOSW_2_C4VAEACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_100_SRF_0.22-3_T	BEZ_ABCAOSW_7_C7RG4ACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_102_DCM_0.22-3_T	BEZ_ABDAOSW_2_C4VAEACXX.IND12_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_102_DCM_0.22-3_T	BEZ_ABDAOSW_8_C7RG4ACXX.IND12_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_102_MES_0.22-3_T	BEZ_ABEAOSW_1_C7M9EACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_102_MES_0.22-3_T	BEZ_ABEAOSW_2_C5NN3ACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_102_SRF_0.22-3_T	BEZ_ABFAOSW_2_C7M9EACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_102_SRF_0.22-3_T	BEZ_ABFAOSW_3_C4VAEACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_109_DCM_0.22-3_T	BEZ_ABGBOSW_3_C4VAEACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_109_DCM_0.22-3_T	BEZ_ABGBOSW_4_C7M9EACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_109_SRF_0.22-3_T	BEZ_ABHBOSW_1_C4VBLACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_109_SRF_0.22-3_T	BEZ_ABHBOSW_5_C7M9EACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_109_MES_0.22-3_T	BEZ_ABIAOSW_3_C4VAEACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_109_MES_0.22-3_T	BEZ_ABIAOSW_7_C7M9EACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_111_DCM_0.22-3_T	BEZ_ABKAOSW_3_C4VAEACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_111_DCM_0.22-3_T	BEZ_ABKAOSW_8_C7M9EACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_111_SRF_0.22-3_T	BEZ_ABLAOSW_1_C7RA2ACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_111_SRF_0.22-3_T	BEZ_ABLAOSW_5_C4VBLACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_122_SRF_0.22-3_T	BEZ_ABMAOSW_1_C4A65ACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_122_SRF_0.22-3_T	BEZ_ABMAOSW_2_HA4CYADXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_122_DCM_0.22-3_T	BEZ_ABNAOSW_2_C7RA2ACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_122_DCM_0.22-3_T	BEZ_ABNAOSW_3_C7BWPACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_122_DCM_0.22-3_T	BEZ_ABNAOSW_5_C4VBLACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_122_MES_0.22-3_T	BEZ_ABPAOSW_3_C5NN3ACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_122_MES_0.22-3_T	BEZ_ABPAOSW_3_C7RA2ACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_123_SRF_0.22-3_T	BEZ_ABQAOSW_2_C4A65ACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_123_SRF_0.22-3_T	BEZ_ABQAOSW_2_HA4CYADXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_123_MIX_0.22-3_T	BEZ_ABRAOSW_3_C5NN3ACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_123_MIX_0.22-3_T	BEZ_ABRAOSW_4_C7RA2ACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_124_SRF_0.22-3_T	BEZ_ABSAOSW_1_AAD5J.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_124_SRF_0.22-3_T	BEZ_ABSAOSW_2_HA4CYADXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_124_SRF_0.22-3_T	BEZ_ABSAOSW_3_C4A65ACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_124_MIX_0.22-3_T	BEZ_ABTAOSW_5_C4VBLACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_124_MIX_0.22-3_T	BEZ_ABTAOSW_5_C7RA2ACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_125_SRF_0.22-3_T	BEZ_ABVAOSW_2_HA4CYADXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_125_SRF_0.22-3_T	BEZ_ABVAOSW_5_C4A65ACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_125_MIX_0.22-3_T	BEZ_ACAAOSW_5_C4VBLACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_125_MIX_0.22-3_T	BEZ_ACAAOSW_6_C7RA2ACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_137_DCM_0.22-3_T	BEZ_ACBBOSW_1_C4UJUACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_137_DCM_0.22-3_T	BEZ_ACBBOSW_8_C7RA2ACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_137_SRF_0.22-3_T	BEZ_ACCAOSW_3_C7M7KACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_137_SRF_0.22-3_T	BEZ_ACCAOSW_6_C4VBLACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_137_MES_0.22-3_T	BEZ_ACDAOSW_2_C4VBLACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_137_MES_0.22-3_T	BEZ_ACDAOSW_4_C7M7KACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_138_DCM_0.22-3_T	BEZ_ACEAOSW_5_C7M7KACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_138_DCM_0.22-3_T	BEZ_ACEAOSW_6_C4VBLACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_138_MES_0.22-3_T	BEZ_ACFAOSW_6_C7M7KACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_138_MES_0.22-3_T	BEZ_ACFAOSW_8_C4VJ6ACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_138_SRF_0.22-3_T	BEZ_ACGAOSW_6_C4VBLACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_138_SRF_0.22-3_T	BEZ_ACGAOSW_7_C7M7KACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_147_SRF_0.22-3_T	BEZ_ACHAOSW_6_C4VBLACXX.IND12_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_147_SRF_0.22-3_T	BEZ_ACHAOSW_8_C7M7KACXX.IND12_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_148_SRF_0.22-3_T	BEZ_ACIAOSW_6_C7RH7ACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_148_SRF_0.22-3_T	BEZ_ACIAOSW_8_C4VJ6ACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_148b_MES_0.22-3_T	BEZ_ACKAOSW_2_C4VBLACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_148b_MES_0.22-3_T	BEZ_ACKAOSW_7_C7RH7ACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_149_SRF_0.22-3_T	BEZ_ACLAOSW_2_C4VBLACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_149_SRF_0.22-3_T	BEZ_ACLAOSW_8_C7RH7ACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_149_MES_0.22-3_T	BEZ_ACMAOSW_1_C7R7GACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_149_MES_0.22-3_T	BEZ_ACMAOSW_3_C5NN3ACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_150_SRF_0.22-3_T	BEZ_ACNAOSW_2_C4VBLACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_150_SRF_0.22-3_T	BEZ_ACNAOSW_2_C7R7GACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_151_SRF_0.22-3_T	BEZ_ACPAOSW_3_C7R7GACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_151_SRF_0.22-3_T	BEZ_ACPAOSW_8_C4VJ6ACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_151_SRF_0.22-3_T	BEZ_ADAAOSW_1_C7BWPACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_151_SRF_0.22-3_T	BEZ_ADAAOSW_8_C7R7GACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_148_SRF_0.22-3_T	BEZ_ADBAOSW_3_C7BWPACXX.IND4_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_150_SRF_0.22-3_T	BEZ_ADCAOSW_2_C7BWPACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_145_SRF_0.22-3_T	BEZ_ADDAOSW_3_C7BWPACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_145_SRF_0.22-3_T	BEZ_ADDAOSW_6_C7R7GACXX.IND2_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_011_SRF_0.22-1.6_T	BEZ_ADGAOSW_3_C7BWPACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_011_SRF_0.22-1.6_T	BEZ_ADGAOSW_7_C7R7GACXX.IND3_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_015_SRF_0.22-1.6_T	BEZ_ADHAOSW_1_C8D3YACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_015_SRF_0.22-1.6_T	BEZ_ADHAOSW_2_C8C37ACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_016_SRF_0.22-1.6_T	BEZ_ADIAOSW_2_C8D3YACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_016_SRF_0.22-1.6_T	BEZ_ADIAOSW_3_C8C37ACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_018_SRF_0.22-1.6_T	BEZ_ADKAOSW_3_C8D3YACXX.IND12_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_018_SRF_0.22-1.6_T	BEZ_ADKAOSW_4_C8C37ACXX.IND12_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_019_SRF_0.22-1.6_T	BEZ_ADLAOSW_4_C8D3YACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_019_SRF_0.22-1.6_T	BEZ_ADLAOSW_7_C8C37ACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_022_DCM_0.22-1.6_T	BEZ_ADQAOSW_5_C8D3YACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_022_DCM_0.22-1.6_T	BEZ_ADQAOSW_6_C8C37ACXX.IND5_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_025_DCM_0.22-1.6_T	BEZ_ADVAOSW_8_C8C37ACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_025_DCM_0.22-1.6_T	BEZ_ADVAOSW_8_C8D3YACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_031_SRF_0.22-1.6_T	BEZ_ADXAOSW_1_C8NELACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_031_SRF_0.22-1.6_T	BEZ_ADXAOSW_5_C8C37ACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_032_SRF_0.22-1.6_T	BEZ_AEAAOSW_5_C8C37ACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_032_SRF_0.22-1.6_T	BEZ_AEAAOSW_5_C8P5JACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_032_SRF_0.22-1.6_T	BEZ_AEAAOSW_6_C8P5JACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_032_SRF_0.22-1.6_T	BEZ_AEAAOSW_7_C8P5JACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_032_SRF_0.22-1.6_T	BEZ_AEAAOSW_8_C8P5JACXX.IND11_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_033_SRF_0.22-1.6_T	BEZ_AECAOSW_2_C8NELACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_033_SRF_0.22-1.6_T	BEZ_AECAOSW_8_C8C37ACXX.IND1_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_040_SRF_0.22-1.6_T	BEZ_AEIAOSW_1_C8C37ACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_040_SRF_0.22-1.6_T	BEZ_AEIAOSW_3_C8NELACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_040_ZZZ_0.22-1.6_T	BEZ_AEKAOSW_3_C8C37ACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_040_ZZZ_0.22-1.6_T	BEZ_AEKAOSW_4_C8NELACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_040_ZZZ_0.22-1.6_T	BEZ_AELAOSW_5_C8NELACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_040_ZZZ_0.22-1.6_T	BEZ_AELAOSW_6_C8C37ACXX.IND6_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_040_ZZZ_0.22-1.6_T	BEZ_AEMAOSW_1_C8FY6ACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_040_ZZZ_0.22-1.6_T	BEZ_AEMAOSW_7_C8F2AACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_040_ZZZ_0.22-1.6_T	BEZ_AEMAOSW_7_C8FCMACXX.IND7_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_040_ZZZ_0.22-1.6_T	BEZ_AENAOSW_4_C8FJUACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_040_ZZZ_0.22-1.6_T	BEZ_AENAOSW_7_C8JE3ACXX.IND8_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_040_MES_0.22-1.6_T	BEZ_AEPAOSW_6_C8NELACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_040_MES_0.22-1.6_T	BEZ_AEPAOSW_7_C8C37ACXX.IND9_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
TARA_042_SRF_0.22-1.6_T	BEZ_AEQAOSW_6_C8C37ACXX.IND10_noribo_clean.screened.tara.adapters.pair.1.fq.gz	metaT					
